 mn7 import file
m	dy	h	G_Gh	Ta	Td
 4	 91	 1	0	7.9	5.3
 4	 91	 2	0	6.9	4.3
 4	 91	 3	0	6.0	3.4
 4	 91	 4	0	5.4	3.0
 4	 91	 5	0	4.7	2.7
 4	 91	 6	0	4.3	2.4
 4	 91	 7	1	4.2	1.7
 4	 91	 8	112	5.1	1.8
 4	 91	 9	163	5.6	2.2
 4	 91	 10	277	6.3	-0.6
 4	 91	 11	402	7.1	-0.4
 4	 91	 12	283	7.2	-0.4
 4	 91	 13	169	7.0	-0.3
 4	 91	 14	331	7.2	-0.5
 4	 91	 15	282	7.0	3.0
 4	 91	 16	228	7.1	3.7
 4	 91	 17	38	6.6	0.2
 4	 91	 18	62	6.2	-1.6
 4	 91	 19	6	5.7	-1.4
 4	 91	 20	0	5.2	-1.3
 4	 91	 21	0	4.7	-1.0
 4	 91	 22	0	4.2	-1.0
 4	 91	 23	0	3.7	0.4
 4	 91	 24	0	3.2	-0.1
 4	 92	 1	0	3.1	0.3
 4	 92	 2	0	3.1	-0.8
 4	 92	 3	0	3.1	-1.4
 4	 92	 4	0	3.1	-1.2
 4	 92	 5	0	3.1	-1.2
 4	 92	 6	0	3.1	-1.5
 4	 92	 7	14	3.5	-1.8
 4	 92	 8	25	3.7	0.4
 4	 92	 9	62	4.1	0.8
 4	 92	 10	246	5.4	-1.7
 4	 92	 11	579	7.7	-2.8
 4	 92	 12	622	9.4	-1.6
 4	 92	 13	771	11.2	-2.3
 4	 92	 14	352	11.3	-2.8
 4	 92	 15	354	11.4	-2.2
 4	 92	 16	212	11.0	-2.1
 4	 92	 17	152	10.4	-2.2
 4	 92	 18	20	9.5	-2.2
 4	 92	 19	7	8.7	-1.6
 4	 92	 20	0	8.1	-1.4
 4	 92	 21	0	7.4	-0.7
 4	 92	 22	0	6.8	-1.0
 4	 92	 23	0	6.1	-0.6
 4	 92	 24	0	5.5	-1.1
 4	 93	 1	0	4.6	-0.8
 4	 93	 2	0	3.6	-1.1
 4	 93	 3	0	2.5	-1.9
 4	 93	 4	0	2.0	-2.2
 4	 93	 5	0	1.4	-2.1
 4	 93	 6	0	1.0	-2.4
 4	 93	 7	10	1.1	-2.6
 4	 93	 8	106	2.0	-2.6
 4	 93	 9	268	3.3	-2.7
 4	 93	 10	442	4.7	-2.4
 4	 93	 11	377	5.3	-1.9
 4	 93	 12	357	5.6	-2.5
 4	 93	 13	489	6.2	-2.7
 4	 93	 14	550	6.7	-3.7
 4	 93	 15	557	7.1	-3.8
 4	 93	 16	456	7.2	-4.1
 4	 93	 17	210	6.6	-3.5
 4	 93	 18	155	6.0	-3.7
 4	 93	 19	58	5.1	-3.9
 4	 93	 20	1	4.3	-3.5
 4	 93	 21	0	4.1	-2.2
 4	 93	 22	0	3.8	-2.3
 4	 93	 23	0	3.6	-2.2
 4	 93	 24	0	3.4	-2.5
 4	 94	 1	0	3.7	-2.3
 4	 94	 2	0	4.0	-2.8
 4	 94	 3	0	4.4	-2.5
 4	 94	 4	0	4.5	-2.2
 4	 94	 5	0	4.7	-2.4
 4	 94	 6	0	4.8	-2.2
 4	 94	 7	2	4.9	-1.5
 4	 94	 8	82	6.0	0.0
 4	 94	 9	199	7.5	0.5
 4	 94	 10	282	8.8	0.4
 4	 94	 11	417	10.4	0.7
 4	 94	 12	449	11.6	0.9
 4	 94	 13	468	12.5	1.4
 4	 94	 14	405	13.0	1.7
 4	 94	 15	399	13.4	2.6
 4	 94	 16	324	13.5	3.3
 4	 94	 17	228	13.2	3.3
 4	 94	 18	146	12.6	4.6
 4	 94	 19	60	11.8	3.6
 4	 94	 20	0	10.9	3.4
 4	 94	 21	0	11.1	4.9
 4	 94	 22	0	11.3	7.8
 4	 94	 23	0	11.6	8.9
 4	 94	 24	0	11.8	9.1
 4	 95	 1	0	11.5	8.8
 4	 95	 2	0	11.7	8.2
 4	 95	 3	0	11.7	9.1
 4	 95	 4	0	11.7	9.6
 4	 95	 5	0	11.6	9.8
 4	 95	 6	0	11.6	10.9
 4	 95	 7	2	11.7	11.3
 4	 95	 8	68	12.6	10.7
 4	 95	 9	133	13.4	10.8
 4	 95	 10	205	14.4	10.8
 4	 95	 11	267	15.2	10.4
 4	 95	 12	304	16.0	9.3
 4	 95	 13	318	16.6	9.0
 4	 95	 14	288	16.9	8.3
 4	 95	 15	277	17.2	7.1
 4	 95	 16	234	17.2	6.6
 4	 95	 17	170	17.1	6.2
 4	 95	 18	129	16.8	6.2
 4	 95	 19	45	16.3	5.9
 4	 95	 20	0	15.7	6.0
 4	 95	 21	0	15.1	7.5
 4	 95	 22	0	14.6	7.1
 4	 95	 23	0	14.0	10.4
 4	 95	 24	0	13.6	10.8
 4	 96	 1	0	13.0	10.3
 4	 96	 2	0	12.4	8.9
 4	 96	 3	0	11.9	8.4
 4	 96	 4	0	11.6	8.9
 4	 96	 5	0	11.3	9.2
 4	 96	 6	0	11.1	8.8
 4	 96	 7	2	11.2	8.5
 4	 96	 8	23	11.4	7.9
 4	 96	 9	24	11.4	7.9
 4	 96	 10	173	12.2	8.7
 4	 96	 11	217	13.0	7.0
 4	 96	 12	266	13.7	7.3
 4	 96	 13	349	14.4	7.3
 4	 96	 14	328	14.9	7.8
 4	 96	 15	380	15.1	11.3
 4	 96	 16	309	15.7	7.9
 4	 96	 17	165	15.5	6.5
 4	 96	 18	153	15.3	6.1
 4	 96	 19	61	14.9	6.6
 4	 96	 20	2	14.3	6.7
 4	 96	 21	0	13.8	6.0
 4	 96	 22	0	13.3	6.0
 4	 96	 23	0	12.9	6.1
 4	 96	 24	0	12.4	6.6
 4	 97	 1	0	12.0	7.1
 4	 97	 2	0	11.7	7.7
 4	 97	 3	0	11.3	8.7
 4	 97	 4	0	11.1	7.6
 4	 97	 5	0	10.9	7.8
 4	 97	 6	0	10.8	7.9
 4	 97	 7	11	11.0	7.2
 4	 97	 8	134	12.6	7.2
 4	 97	 9	271	14.2	8.1
 4	 97	 10	404	15.9	6.0
 4	 97	 11	511	17.4	6.5
 4	 97	 12	581	18.7	6.3
 4	 97	 13	604	19.7	6.6
 4	 97	 14	596	20.4	5.8
 4	 97	 15	545	20.9	6.5
 4	 97	 16	454	21.0	6.3
 4	 97	 17	334	20.7	5.6
 4	 97	 18	200	19.9	6.0
 4	 97	 19	74	18.9	7.0
 4	 97	 20	0	17.7	6.7
 4	 97	 21	0	16.8	8.1
 4	 97	 22	0	15.9	8.6
 4	 97	 23	0	14.9	8.1
 4	 97	 24	0	14.0	8.2
 4	 98	 1	0	13.1	8.7
 4	 98	 2	0	12.2	9.5
 4	 98	 3	0	11.3	9.1
 4	 98	 4	0	10.8	7.9
 4	 98	 5	0	10.3	8.0
 4	 98	 6	0	10.0	8.0
 4	 98	 7	14	10.2	7.3
 4	 98	 8	157	11.9	8.2
 4	 98	 9	307	13.5	8.0
 4	 98	 10	450	15.2	6.3
 4	 98	 11	576	16.8	5.6
 4	 98	 12	648	18.1	5.6
 4	 98	 13	681	19.1	5.8
 4	 98	 14	674	19.8	4.3
 4	 98	 15	607	20.2	4.0
 4	 98	 16	518	20.3	4.2
 4	 98	 17	394	20.0	4.1
 4	 98	 18	237	19.2	5.0
 4	 98	 19	92	18.1	5.4
 4	 98	 20	1	16.8	3.8
 4	 98	 21	0	15.6	4.9
 4	 98	 22	0	14.4	3.9
 4	 98	 23	0	13.2	4.1
 4	 98	 24	0	12.0	3.9
 4	 99	 1	0	11.1	4.2
 4	 99	 2	0	10.2	4.8
 4	 99	 3	0	9.2	4.4
 4	 99	 4	0	8.7	3.7
 4	 99	 5	0	8.1	3.2
 4	 99	 6	0	7.7	4.2
 4	 99	 7	18	8.1	4.9
 4	 99	 8	180	9.9	4.9
 4	 99	 9	349	11.8	5.1
 4	 99	 10	509	13.7	4.0
 4	 99	 11	635	15.4	3.6
 4	 99	 12	726	16.8	3.6
 4	 99	 13	766	18.0	3.4
 4	 99	 14	751	18.8	3.2
 4	 99	 15	687	19.2	4.6
 4	 99	 16	579	19.3	4.7
 4	 99	 17	430	18.8	4.7
 4	 99	 18	264	17.9	4.3
 4	 99	 19	104	16.6	4.3
 4	 99	 20	1	15.2	4.9
 4	 99	 21	0	14.6	6.3
 4	 99	 22	0	13.9	6.9
 4	 99	 23	0	13.3	6.2
 4	 99	 24	0	12.7	5.8
 4	 100	 1	0	12.5	3.7
 4	 100	 2	0	12.3	4.3
 4	 100	 3	0	12.1	5.0
 4	 100	 4	0	12.0	5.2
 4	 100	 5	0	11.9	5.7
 4	 100	 6	0	11.8	6.1
 4	 100	 7	16	12.2	7.3
 4	 100	 8	146	13.8	8.7
 4	 100	 9	292	15.6	8.9
 4	 100	 10	430	17.4	8.4
 4	 100	 11	534	19.0	8.3
 4	 100	 12	602	20.3	8.4
 4	 100	 13	638	21.4	7.9
 4	 100	 14	595	22.1	8.1
 4	 100	 15	552	22.5	8.2
 4	 100	 16	466	22.6	8.8
 4	 100	 17	332	22.2	8.9
 4	 100	 18	210	21.4	9.1
 4	 100	 19	76	20.3	10.6
 4	 100	 20	1	19.1	10.2
 4	 100	 21	0	18.6	12.3
 4	 100	 22	0	18.2	12.9
 4	 100	 23	0	17.7	13.0
 4	 100	 24	0	17.3	13.4
 4	 101	 1	0	16.9	12.3
 4	 101	 2	0	16.6	13.9
 4	 101	 3	0	16.3	14.2
 4	 101	 4	0	16.1	14.3
 4	 101	 5	0	15.9	14.3
 4	 101	 6	0	15.8	14.3
 4	 101	 7	4	15.8	14.3
 4	 101	 8	70	16.9	14.3
 4	 101	 9	119	17.6	14.3
 4	 101	 10	221	18.7	13.9
 4	 101	 11	92	18.6	13.3
 4	 101	 12	200	19.1	13.1
 4	 101	 13	316	19.9	12.3
 4	 101	 14	386	20.7	12.3
 4	 101	 15	482	21.6	12.1
 4	 101	 16	523	22.5	11.1
 4	 101	 17	341	22.7	10.9
 4	 101	 18	230	22.7	10.2
 4	 101	 19	123	22.3	10.0
 4	 101	 20	11	21.6	9.9
 4	 101	 21	0	20.1	10.1
 4	 101	 22	0	18.6	10.4
 4	 101	 23	0	17.1	9.3
 4	 101	 24	0	15.7	9.6
 4	 102	 1	0	14.0	9.9
 4	 102	 2	0	12.2	9.6
 4	 102	 3	0	10.3	8.6
 4	 102	 4	0	9.3	8.0
 4	 102	 5	0	8.3	7.8
 4	 102	 6	0	7.6	6.5
 4	 102	 7	25	8.0	7.0
 4	 102	 8	194	9.7	7.6
 4	 102	 9	361	11.3	7.5
 4	 102	 10	517	12.9	6.6
 4	 102	 11	644	14.3	6.6
 4	 102	 12	730	15.6	6.2
 4	 102	 13	764	16.5	7.0
 4	 102	 14	751	17.1	7.0
 4	 102	 15	696	17.4	7.1
 4	 102	 16	591	17.4	6.0
 4	 102	 17	446	17.0	5.8
 4	 102	 18	281	16.1	5.7
 4	 102	 19	116	14.8	6.2
 4	 102	 20	3	13.4	6.1
 4	 102	 21	0	12.5	7.1
 4	 102	 22	0	11.6	5.4
 4	 102	 23	0	10.8	5.7
 4	 102	 24	0	9.9	5.9
 4	 103	 1	0	9.7	6.0
 4	 103	 2	0	9.6	6.6
 4	 103	 3	0	9.6	7.0
 4	 103	 4	0	9.5	6.1
 4	 103	 5	0	9.5	6.1
 4	 103	 6	0	9.5	6.3
 4	 103	 7	19	9.7	6.2
 4	 103	 8	76	10.3	5.1
 4	 103	 9	143	11.1	5.0
 4	 103	 10	195	11.9	4.6
 4	 103	 11	256	12.3	8.2
 4	 103	 12	289	13.2	9.7
 4	 103	 13	286	13.8	10.2
 4	 103	 14	284	14.3	10.7
 4	 103	 15	246	14.5	7.2
 4	 103	 16	192	14.5	7.1
 4	 103	 17	141	14.3	6.4
 4	 103	 18	87	14.0	9.8
 4	 103	 19	39	13.6	6.3
 4	 103	 20	1	13.1	5.5
 4	 103	 21	0	12.4	5.2
 4	 103	 22	0	11.8	4.8
 4	 103	 23	0	11.2	4.6
 4	 103	 24	0	10.5	7.0
 4	 104	 1	0	9.9	7.3
 4	 104	 2	0	9.2	7.2
 4	 104	 3	0	8.8	6.6
 4	 104	 4	0	8.5	6.9
 4	 104	 5	0	8.2	6.6
 4	 104	 6	0	8.2	5.8
 4	 104	 7	33	8.6	6.4
 4	 104	 8	131	9.6	5.6
 4	 104	 9	235	10.7	6.3
 4	 104	 10	370	12.1	6.0
 4	 104	 11	454	13.4	5.1
 4	 104	 12	493	14.5	4.1
 4	 104	 13	576	15.5	4.4
 4	 104	 14	578	16.3	4.7
 4	 104	 15	515	16.8	4.3
 4	 104	 16	427	17.0	4.2
 4	 104	 17	316	16.9	4.2
 4	 104	 18	180	16.3	4.9
 4	 104	 19	69	15.4	5.8
 4	 104	 20	1	14.5	5.4
 4	 104	 21	0	13.2	6.7
 4	 104	 22	0	12.0	6.3
 4	 104	 23	0	10.7	5.7
 4	 104	 24	0	9.4	5.4
 4	 105	 1	0	8.3	5.4
 4	 105	 2	0	7.1	5.1
 4	 105	 3	0	6.5	3.9
 4	 105	 4	0	5.8	4.0
 4	 105	 5	0	5.4	3.8
 4	 105	 6	0	5.3	3.0
 4	 105	 7	56	5.9	3.0
 4	 105	 8	180	7.1	3.2
 4	 105	 9	320	8.5	2.3
 4	 105	 10	466	10.1	1.5
 4	 105	 11	575	11.6	0.6
 4	 105	 12	678	13.0	1.3
 4	 105	 13	682	14.0	0.9
 4	 105	 14	681	14.8	1.3
 4	 105	 15	608	15.2	1.2
 4	 105	 16	541	15.4	0.9
 4	 105	 17	400	15.2	1.9
 4	 105	 18	257	14.5	1.3
 4	 105	 19	113	13.5	1.2
 4	 105	 20	4	12.2	2.0
 4	 105	 21	0	11.3	3.8
 4	 105	 22	0	10.3	3.2
 4	 105	 23	0	9.4	2.6
 4	 105	 24	0	8.4	3.6
 4	 106	 1	0	8.0	2.8
 4	 106	 2	0	7.5	2.5
 4	 106	 3	0	7.3	2.3
 4	 106	 4	0	7.0	1.2
 4	 106	 5	0	6.8	0.8
 4	 106	 6	0	6.8	-0.2
 4	 106	 7	35	7.2	0.0
 4	 106	 8	104	7.8	3.5
 4	 106	 9	183	8.8	5.4
 4	 106	 10	211	9.4	6.0
 4	 106	 11	304	10.3	2.7
 4	 106	 12	346	11.1	0.5
 4	 106	 13	393	11.8	0.5
 4	 106	 14	378	12.3	0.2
 4	 106	 15	332	12.5	0.4
 4	 106	 16	295	12.7	1.4
 4	 106	 17	195	12.5	0.8
 4	 106	 18	121	12.1	1.5
 4	 106	 19	52	11.5	2.2
 4	 106	 20	1	10.9	1.8
 4	 106	 21	0	10.2	2.8
 4	 106	 22	0	9.5	3.6
 4	 106	 23	0	8.8	3.0
 4	 106	 24	0	8.1	3.8
 4	 107	 1	0	7.5	3.5
 4	 107	 2	0	6.9	2.9
 4	 107	 3	0	6.6	3.1
 4	 107	 4	0	6.3	3.2
 4	 107	 5	0	6.1	3.5
 4	 107	 6	0	6.0	4.2
 4	 107	 7	66	6.9	4.8
 4	 107	 8	190	8.3	4.9
 4	 107	 9	330	9.9	5.9
 4	 107	 10	447	11.5	4.7
 4	 107	 11	515	12.8	4.1
 4	 107	 12	560	14.0	3.0
 4	 107	 13	563	14.8	3.1
 4	 107	 14	568	15.5	2.9
 4	 107	 15	541	15.9	3.2
 4	 107	 16	472	16.1	2.9
 4	 107	 17	366	16.0	2.2
 4	 107	 18	218	15.4	2.5
 4	 107	 19	85	14.4	3.0
 4	 107	 20	2	13.3	3.2
 4	 107	 21	0	11.9	4.3
 4	 107	 22	0	10.5	4.2
 4	 107	 23	0	9.0	3.7
 4	 107	 24	0	7.6	2.6
 4	 108	 1	0	6.4	3.2
 4	 108	 2	0	5.0	2.0
 4	 108	 3	0	4.3	1.0
 4	 108	 4	0	3.6	1.6
 4	 108	 5	0	3.1	2.0
 4	 108	 6	0	3.0	1.4
 4	 108	 7	67	3.7	1.2
 4	 108	 8	202	5.0	1.7
 4	 108	 9	354	6.6	2.1
 4	 108	 10	496	8.2	2.1
 4	 108	 11	610	9.7	2.2
 4	 108	 12	687	11.1	1.1
 4	 108	 13	722	12.1	1.6
 4	 108	 14	707	12.9	1.7
 4	 108	 15	652	13.4	1.7
 4	 108	 16	550	13.5	2.0
 4	 108	 17	417	13.3	2.2
 4	 108	 18	266	12.5	2.5
 4	 108	 19	119	11.5	2.9
 4	 108	 20	5	10.2	2.4
 4	 108	 21	0	9.0	2.9
 4	 108	 22	0	7.8	2.5
 4	 108	 23	0	6.7	2.6
 4	 108	 24	0	5.5	2.2
 4	 109	 1	0	4.9	2.2
 4	 109	 2	0	4.2	0.9
 4	 109	 3	0	3.8	0.5
 4	 109	 4	0	3.5	-0.2
 4	 109	 5	0	3.2	0.2
 4	 109	 6	0	3.1	0.0
 4	 109	 7	46	3.7	1.0
 4	 109	 8	138	4.6	0.8
 4	 109	 9	239	5.7	1.5
 4	 109	 10	374	7.0	0.2
 4	 109	 11	453	8.2	-0.6
 4	 109	 12	483	9.2	-0.6
 4	 109	 13	543	10.1	-0.7
 4	 109	 14	538	10.8	-0.7
 4	 109	 15	452	11.1	-0.6
 4	 109	 16	354	11.1	-0.2
 4	 109	 17	273	10.8	0.0
 4	 109	 18	162	10.2	0.4
 4	 109	 19	69	9.4	1.1
 4	 109	 20	2	8.5	1.9
 4	 109	 21	0	8.0	2.3
 4	 109	 22	0	7.6	1.8
 4	 109	 23	0	7.1	1.3
 4	 109	 24	0	6.7	1.9
 4	 110	 1	0	6.5	3.1
 4	 110	 2	0	6.2	2.9
 4	 110	 3	0	6.3	2.9
 4	 110	 4	0	5.7	3.1
 4	 110	 5	0	6.2	3.6
 4	 110	 6	0	6.2	4.2
 4	 110	 7	26	6.6	4.0
 4	 110	 8	67	7.1	3.7
 4	 110	 9	115	7.6	4.2
 4	 110	 10	140	8.2	2.1
 4	 110	 11	149	8.5	2.0
 4	 110	 12	193	9.0	2.0
 4	 110	 13	214	9.1	5.5
 4	 110	 14	165	9.5	6.0
 4	 110	 15	168	9.7	6.2
 4	 110	 16	140	9.7	2.8
 4	 110	 17	102	9.6	1.8
 4	 110	 18	76	9.4	1.8
 4	 110	 19	35	9.1	5.3
 4	 110	 20	2	8.7	5.3
 4	 110	 21	0	8.1	4.7
 4	 110	 22	0	7.4	4.8
 4	 110	 23	0	6.8	4.2
 4	 110	 24	0	6.0	2.6
 4	 111	 1	0	5.4	2.9
 4	 111	 2	0	4.7	3.0
 4	 111	 3	0	4.4	2.5
 4	 111	 4	0	4.0	2.5
 4	 111	 5	0	3.7	2.6
 4	 111	 6	4	3.8	1.8
 4	 111	 7	93	5.0	1.7
 4	 111	 8	143	5.9	2.5
 4	 111	 9	149	6.3	1.7
 4	 111	 10	245	7.1	1.7
 4	 111	 11	135	7.1	1.4
 4	 111	 12	64	6.8	1.1
 4	 111	 13	363	7.7	2.2
 4	 111	 14	711	9.4	1.6
 4	 111	 15	668	10.6	1.3
 4	 111	 16	549	11.3	1.2
 4	 111	 17	493	11.8	0.7
 4	 111	 18	312	11.8	1.4
 4	 111	 19	155	11.2	1.1
 4	 111	 20	25	10.4	0.9
 4	 111	 21	0	9.4	2.0
 4	 111	 22	0	8.5	2.1
 4	 111	 23	0	7.5	2.2
 4	 111	 24	0	6.6	2.4
 4	 112	 1	0	5.8	2.0
 4	 112	 2	0	4.9	1.7
 4	 112	 3	0	4.4	1.6
 4	 112	 4	0	4.0	1.6
 4	 112	 5	0	3.6	1.1
 4	 112	 6	2	3.5	2.4
 4	 112	 7	76	4.4	2.8
 4	 112	 8	229	6.0	2.9
 4	 112	 9	355	7.6	3.7
 4	 112	 10	508	9.3	2.3
 4	 112	 11	561	10.7	2.4
 4	 112	 12	615	11.8	3.1
 4	 112	 13	600	12.6	3.0
 4	 112	 14	627	13.3	2.9
 4	 112	 15	552	13.6	2.9
 4	 112	 16	478	13.6	2.8
 4	 112	 17	359	13.3	2.5
 4	 112	 18	262	12.7	2.8
 4	 112	 19	131	11.7	3.3
 4	 112	 20	9	10.5	3.5
 4	 112	 21	0	10.0	4.9
 4	 112	 22	0	9.6	5.0
 4	 112	 23	0	9.1	5.4
 4	 112	 24	0	8.7	5.5
 4	 113	 1	0	8.8	5.1
 4	 113	 2	0	8.9	4.3
 4	 113	 3	0	8.9	5.5
 4	 113	 4	0	8.5	6.0
 4	 113	 5	0	9.0	6.0
 4	 113	 6	1	9.1	6.2
 4	 113	 7	16	9.3	6.3
 4	 113	 8	40	9.7	6.3
 4	 113	 9	79	10.2	6.8
 4	 113	 10	93	10.6	7.1
 4	 113	 11	126	11.1	7.6
 4	 113	 12	160	11.2	8.5
 4	 113	 13	154	11.8	8.3
 4	 113	 14	157	12.2	8.6
 4	 113	 15	141	12.2	8.7
 4	 113	 16	139	11.5	8.8
 4	 113	 17	91	12.3	8.8
 4	 113	 18	71	12.3	8.8
 4	 113	 19	34	12.1	8.6
 4	 113	 20	2	11.8	8.3
 4	 113	 21	0	11.2	7.7
 4	 113	 22	0	10.5	8.0
 4	 113	 23	0	10.1	6.6
 4	 113	 24	0	9.4	6.0
 4	 114	 1	0	8.8	6.1
 4	 114	 2	0	7.9	5.2
 4	 114	 3	0	7.4	5.4
 4	 114	 4	0	6.9	5.3
 4	 114	 5	0	6.5	6.0
 4	 114	 6	1	6.5	5.3
 4	 114	 7	39	6.8	4.8
 4	 114	 8	115	7.5	4.5
 4	 114	 9	166	8.1	4.7
 4	 114	 10	226	8.7	5.2
 4	 114	 11	301	9.3	3.8
 4	 114	 12	324	9.8	2.9
 4	 114	 13	355	10.3	3.0
 4	 114	 14	298	10.5	3.3
 4	 114	 15	291	10.6	3.4
 4	 114	 16	233	10.6	2.8
 4	 114	 17	177	10.4	2.5
 4	 114	 18	123	10.0	5.9
 4	 114	 19	58	9.5	6.1
 4	 114	 20	2	8.7	6.0
 4	 114	 21	0	8.5	5.9
 4	 114	 22	0	8.0	5.4
 4	 114	 23	0	7.4	4.0
 4	 114	 24	0	7.0	4.4
 4	 115	 1	0	6.9	4.3
 4	 115	 2	0	6.9	4.3
 4	 115	 3	0	6.8	4.2
 4	 115	 4	0	6.8	4.2
 4	 115	 5	0	6.6	3.2
 4	 115	 6	1	6.7	3.4
 4	 115	 7	53	7.5	4.9
 4	 115	 8	124	8.4	5.0
 4	 115	 9	213	9.5	1.8
 4	 115	 10	284	10.6	1.0
 4	 115	 11	344	11.6	1.0
 4	 115	 12	394	12.6	0.6
 4	 115	 13	395	13.2	0.9
 4	 115	 14	402	13.8	1.8
 4	 115	 15	364	14.2	1.8
 4	 115	 16	321	14.3	1.9
 4	 115	 17	228	14.2	2.6
 4	 115	 18	153	13.8	3.2
 4	 115	 19	79	13.1	2.5
 4	 115	 20	8	12.4	2.4
 4	 115	 21	0	11.6	2.9
 4	 115	 22	0	10.9	2.9
 4	 115	 23	0	10.1	3.0
 4	 115	 24	0	9.3	3.0
 4	 116	 1	0	8.6	1.6
 4	 116	 2	0	7.8	2.8
 4	 116	 3	0	7.4	2.5
 4	 116	 4	0	6.9	2.6
 4	 116	 5	0	6.6	2.3
 4	 116	 6	1	6.6	3.8
 4	 116	 7	93	7.6	4.0
 4	 116	 8	277	9.3	5.0
 4	 116	 9	457	11.3	5.4
 4	 116	 10	297	11.6	4.5
 4	 116	 11	288	11.8	4.3
 4	 116	 12	468	12.5	4.3
 4	 116	 13	543	13.3	4.4
 4	 116	 14	358	13.3	3.6
 4	 116	 15	274	13.1	3.3
 4	 116	 16	183	12.6	4.0
 4	 116	 17	379	12.8	4.2
 4	 116	 18	107	12.1	4.1
 4	 116	 19	12	11.2	4.4
 4	 116	 20	3	10.3	6.9
 4	 116	 21	0	9.8	6.3
 4	 116	 22	0	9.2	5.7
 4	 116	 23	0	8.5	5.1
 4	 116	 24	0	7.9	5.2
 4	 117	 1	0	7.8	4.5
 4	 117	 2	0	7.6	5.0
 4	 117	 3	0	7.5	4.6
 4	 117	 4	0	7.4	4.1
 4	 117	 5	0	7.4	4.0
 4	 117	 6	1	7.4	4.0
 4	 117	 7	43	8.0	2.8
 4	 117	 8	148	9.2	2.8
 4	 117	 9	203	10.2	2.9
 4	 117	 10	245	11.0	2.0
 4	 117	 11	344	12.0	2.2
 4	 117	 12	419	13.1	2.2
 4	 117	 13	447	14.0	3.0
 4	 117	 14	503	14.8	2.4
 4	 117	 15	454	15.4	2.2
 4	 117	 16	394	15.6	2.8
 4	 117	 17	266	15.5	3.3
 4	 117	 18	147	15.0	4.3
 4	 117	 19	76	14.3	4.1
 4	 117	 20	12	13.5	4.2
 4	 117	 21	0	12.8	6.1
 4	 117	 22	0	12.1	7.0
 4	 117	 23	0	11.3	7.8
 4	 117	 24	0	10.7	8.0
 4	 118	 1	0	10.0	8.2
 4	 118	 2	0	9.2	6.8
 4	 118	 3	0	8.9	7.4
 4	 118	 4	0	8.5	6.8
 4	 118	 5	0	8.3	6.5
 4	 118	 6	1	8.2	5.9
 4	 118	 7	38	8.6	6.0
 4	 118	 8	89	9.1	5.7
 4	 118	 9	145	9.7	3.1
 4	 118	 10	209	10.3	3.2
 4	 118	 11	253	10.9	2.6
 4	 118	 12	282	11.4	2.8
 4	 118	 13	295	11.7	6.3
 4	 118	 14	276	12.0	3.6
 4	 118	 15	238	12.1	7.1
 4	 118	 16	208	12.0	8.5
 4	 118	 17	156	11.8	8.3
 4	 118	 18	103	11.3	8.6
 4	 118	 19	46	11.3	7.8
 4	 118	 20	3	10.9	7.4
 4	 118	 21	0	9.8	6.3
 4	 118	 22	0	8.6	5.2
 4	 118	 23	0	7.5	4.2
 4	 118	 24	0	6.4	3.2
 4	 119	 1	0	5.5	3.4
 4	 119	 2	0	4.5	2.8
 4	 119	 3	0	3.9	2.0
 4	 119	 4	0	3.3	1.4
 4	 119	 5	0	2.9	1.2
 4	 119	 6	5	2.9	0.5
 4	 119	 7	88	3.9	0.5
 4	 119	 8	226	5.3	0.1
 4	 119	 9	398	7.1	0.7
 4	 119	 10	516	8.8	-1.1
 4	 119	 11	351	9.1	-0.3
 4	 119	 12	341	9.3	-1.4
 4	 119	 13	69	8.0	-2.4
 4	 119	 14	266	8.0	-2.4
 4	 119	 15	287	8.0	-1.5
 4	 119	 16	280	7.9	2.1
 4	 119	 17	375	8.3	-1.4
 4	 119	 18	357	8.5	-2.4
 4	 119	 19	174	8.1	-2.3
 4	 119	 20	41	7.3	-1.7
 4	 119	 21	0	6.4	-1.5
 4	 119	 22	0	5.5	-2.3
 4	 119	 23	0	4.6	-3.1
 4	 119	 24	0	3.7	-3.2
 4	 120	 1	0	3.5	-3.5
 4	 120	 2	0	3.2	-3.5
 4	 120	 3	0	3.1	-4.0
 4	 120	 4	0	2.9	-3.9
 4	 120	 5	0	2.8	-4.6
 4	 120	 6	1	2.7	-4.6
 4	 120	 7	33	3.1	-2.2
 4	 120	 8	73	3.5	0.2
 4	 120	 9	121	4.1	-2.7
 4	 120	 10	166	4.6	0.8
 4	 120	 11	201	5.1	-0.7
 4	 120	 12	227	5.5	2.2
 4	 120	 13	238	5.9	2.6
 4	 120	 14	228	6.2	-0.4
 4	 120	 15	213	6.3	-0.3
 4	 120	 16	187	6.3	0.7
 4	 120	 17	145	6.2	1.2
 4	 120	 18	97	6.0	0.7
 4	 120	 19	50	5.1	2.5
 4	 120	 20	6	5.0	1.8
 4	 120	 21	0	5.6	3.3
 4	 120	 22	0	6.6	4.4
 4	 120	 23	0	7.3	4.9
 4	 120	 24	0	8.0	6.2
 5	 121	 1	0	8.3	6.6
 5	 121	 2	0	8.6	7.5
 5	 121	 3	0	8.8	7.1
 5	 121	 4	0	8.9	7.1
 5	 121	 5	0	9.0	6.7
 5	 121	 6	1	9.0	6.4
 5	 121	 7	55	9.8	6.8
 5	 121	 8	125	10.7	6.5
 5	 121	 9	193	11.6	6.9
 5	 121	 10	240	12.4	7.6
