datum,uur,temp,rv,dampdruk,zonnestraling,regen_TB,wind_9m,wind_dir,wind_hor,wind_dir,wind_2m,wind_4m,wind_6m,regen_TB
28/05/2014,19,15.7,99.7,1777.5,0.0546,0,1.1,,1.17,236.2,0.29,0.5,0.08,0
28/05/2014,20,15.1,99.7,1709.0,0.0108,0,0.6,,0.91,217.96,0.04,0.23,0,0
28/05/2014,21,13.5,99.8,1541.6,-0.0024,0,0.3,,0.7,170.84,0.02,0.17,0,0
28/05/2014,22,12.0,99.8,1401.0,-0.0021,0,0.3,,0.61,213.31,0.01,0.06,0,0
28/05/2014,23,11.1,99.8,1322.6,-0.0017,0,0.3,,0.7,200.35,0,0.09,0,0
29/05/2014,0,11.0,99.8,1312.4,-0.0019,0,0.3,,0.71,200.23,0.05,0.11,0,0
29/05/2014,1,10.3,99.8,1253.4,-0.0024,0,0.4,,0.74,205.64,0,0.09,0,0
29/05/2014,2,8.9,99.8,1136.9,-0.0018,0,0.4,,0.69,224.42,0,0.07,0,0
29/05/2014,3,8.5,99.8,1111.1,-0.0015,0,0.3,,0.65,218.58,0.03,0.07,0,0
29/05/2014,4,8.0,99.8,1068.8,0.0007,0,0.4,,0.74,217.11,0.05,0.15,0,0
29/05/2014,5,8.0,99.8,1073.8,0.0293,0,0.6,,0.92,213.88,0.25,0.41,0.01,0
29/05/2014,6,9.0,99.8,1146.1,0.1137,0,0.5,,0.64,222.7,0.11,0.24,0,0
29/05/2014,7,11.0,99.8,1313.0,0.2665,0,0.9,,0.94,246.36,0.2,0.61,0.05,0
29/05/2014,8,13.7,99.8,1561.1,0.4885,0,1.6,,1.65,224.21,0.76,1.2,0.64,0
29/05/2014,9,15.6,99.7,1773.6,0.6784,0,1.7,,1.71,226.46,0.96,1.23,0.69,0
29/05/2014,10,17.1,99.7,1942.4,0.7297,0,1.5,,1.48,232.09,0.91,1.13,1,0
29/05/2014,11,17.3,99.7,1970.6,0.4374,0,1.8,,1.64,296.04,1.05,1.38,1.42,0
29/05/2014,12,18.5,99.7,2124.9,0.606,0,1.0,,1.05,224.31,0.75,0.9,0.75,0
29/05/2014,13,18.6,99.7,2134.7,0.5736,0,2.1,,1.89,291.36,1.19,1.59,1.76,0
29/05/2014,14,19.7,87.8,2005.3,0.7318,0,1.5,,1.4,295.03,1.04,1.23,1.25,0
29/05/2014,15,20.0,78.3,1830.8,0.3767,0,1.1,,1.05,324.84,0.83,1.04,1.07,0
29/05/2014,16,19.2,96.1,2143.0,0.1927,0,1.9,,1.84,288.11,0.87,1.29,1.51,0
29/05/2014,17,18.1,99.7,2078.1,0.0625,0,1.8,,1.83,63.41,1.03,1.31,1.5,0
29/05/2014,18,16.5,99.7,1878.2,0.0723,0,2.0,,2.18,71.9,1.17,1.43,1.7,0
29/05/2014,19,15.6,99.7,1767.0,0.0493,0,2.4,,2.69,80.15,1.53,1.78,2.03,0
29/05/2014,20,14.6,99.7,1655.1,0.0099,0,1.7,,1.88,75.81,1,1.21,1.36,0
29/05/2014,21,13.9,99.7,1579.1,-0.0007,0,1.8,,2.04,75.78,1.14,1.37,1.55,0
29/05/2014,22,13.1,99.8,1508.3,-0.0008,0,1.8,,2.03,72.75,1.03,1.29,1.52,0
29/05/2014,23,12.7,99.8,1464.0,-0.0004,0,1.8,,2.06,71.92,1.05,1.36,1.6,0
30/05/2014,0,12.4,99.8,1435.3,-0.0007,0,1.4,,1.66,85.23,0.83,1.04,1.17,0
30/05/2014,1,12.1,99.8,1410.6,-0.0005,0,1.2,,1.43,80.38,0.7,0.92,1.02,0
30/05/2014,2,11.8,99.8,1385.4,-0.0003,0,1.3,,1.48,75.14,0.79,0.99,1.08,0
30/05/2014,3,11.6,99.8,1359.8,-0.0005,0,1.6,,1.74,71.9,0.95,1.21,1.3,0
30/05/2014,4,11.3,99.8,1340.1,0.0031,0,1.6,,1.77,74.99,0.92,1.15,1.31,0
30/05/2014,5,11.4,99.8,1343.0,0.055,0,1.2,,1.29,73.14,0.72,0.91,0.96,0
30/05/2014,6,11.5,99.8,1350.0,0.0808,0,1.3,,1.25,72.32,0.8,0.99,1.05,0
30/05/2014,7,11.9,99.8,1394.1,0.1583,0,1.2,,1.19,60.33,0.82,1.01,1.11,0
30/05/2014,8,12.7,99.8,1461.3,0.2678,0,1.4,,1.41,57.57,1.01,1.21,1.29,0
30/05/2014,9,13.2,99.8,1517.5,0.2513,0,1.5,,1.8,82.62,1.07,1.24,1.43,0
30/05/2014,10,13.8,99.7,1572.4,0.231,0,1.2,,1.36,84.46,0.84,0.98,1.04,0
30/05/2014,11,14.5,99.7,1647.0,0.2645,0,1.4,,1.4,54.81,1,1.23,1.38,0
30/05/2014,12,15.3,99.7,1731.3,0.3134,0,1.5,,1.45,57.82,1.01,1.23,1.4,0
30/05/2014,13,16.5,99.7,1867.8,0.6758,0,1.8,,1.65,33.6,1.21,1.48,1.64,0
30/05/2014,14,17.3,98.2,1939.8,0.4907,0,1.7,,1.71,45.25,1.12,1.41,1.58,0
30/05/2014,15,18.0,84.4,1739.6,0.5099,0,1.7,,1.46,56.62,1.12,1.38,1.53,0
30/05/2014,16,18.4,73.8,1559.7,0.4832,0,1.7,,1.65,53.37,1.13,1.43,1.61,0
30/05/2014,17,18.2,74.1,1551.6,0.298,0,1.9,,2.04,68.36,1.26,1.56,1.78,0
30/05/2014,18,18.1,74.4,1544.0,0.2647,0,2.0,,2.05,55.01,1.3,1.65,1.89,0
30/05/2014,19,17.3,80.4,1590.0,0.1026,0,1.6,,1.72,63.62,0.97,1.27,1.48,0
30/05/2014,20,15.9,98.4,1782.2,0.0145,0,1.4,,1.43,44.05,0.9,1.16,1.36,0
30/05/2014,21,14.6,99.7,1658.0,-0.0027,0,1.1,,1.14,62.15,0.66,0.89,1.01,0
30/05/2014,22,13.5,99.8,1543.3,-0.003,0,0.8,,0.85,58.37,0.43,0.61,0.68,0
30/05/2014,23,12.7,99.8,1463.0,-0.0024,0,0.6,,0.87,101.07,0.15,0.31,0.33,0
31/05/2014,0,11.5,99.8,1352.2,-0.0027,0,0.3,,0.58,111.53,0.02,0.11,0.15,0
31/05/2014,1,9.9,99.8,1218.8,-0.0023,0,0.2,,0.62,190.46,0,0.04,0.07,0
31/05/2014,2,8.9,99.8,1137.5,-0.0022,0,0.3,,0.6,167.07,0.1,0.16,0.09,0
31/05/2014,3,8.0,99.8,1068.4,-0.0022,0,0.2,,0.54,190.79,0.01,0.09,0,0
31/05/2014,4,7.4,99.8,1026.3,0.0016,0,0.5,,0.79,217.64,0.01,0.14,0.07,0
31/05/2014,5,7.6,99.8,1042.5,0.0544,0,0.3,,0.76,206.04,0.03,0.14,0.05,0
31/05/2014,6,9.3,99.8,1175.7,0.1934,0,0.4,,0.46,217.79,0.12,0.26,0.1,0
31/05/2014,7,13.2,99.8,1514.5,0.3499,0,0.6,,0.67,168.11,0.4,0.49,0.46,0
31/05/2014,8,15.3,99.7,1737.7,0.5128,0,1.1,,1.02,22.98,0.8,0.99,1.04,0
31/05/2014,9,16.0,97.6,1771.7,0.583,0,1.6,,1.61,37.28,1.1,1.35,1.52,0
31/05/2014,10,16.4,98.5,1836.1,0.5606,0,1.6,,1.53,14.6,1.13,1.39,1.55,0
31/05/2014,11,17.1,87.8,1711.7,0.6295,0,1.6,,1.45,11.45,1.17,1.4,1.51,0
31/05/2014,12,18.5,67.9,1440.6,0.7921,0,1.2,,1.24,196.26,0.85,1.05,1.12,0
31/05/2014,13,19.2,61.5,1367.1,0.7069,0,1.4,,1.29,327.77,1.04,1.27,1.36,0
31/05/2014,14,19.2,61.3,1366.5,0.5835,0,1.8,,1.67,326.55,1.17,1.48,1.61,0
31/05/2014,15,19.9,52.6,1221.6,0.5716,0,2.1,,1.98,343.78,1.43,1.79,1.98,0
31/05/2014,16,19.9,53.5,1239.5,0.6045,0,2.9,,2.72,306.96,1.68,2.2,2.47,0
31/05/2014,17,19.5,60.0,1359.0,0.3548,0,3.1,,2.98,319.28,1.8,2.41,2.72,0
31/05/2014,18,18.7,68.6,1482.2,0.2047,0,3.1,,2.84,331.33,1.88,2.5,2.81,0
31/05/2014,19,17.3,82.6,1627.0,0.0786,0,3.0,,3.04,328.6,1.92,2.52,2.83,0
31/05/2014,20,15.9,93.8,1695.8,0.0152,0,2.3,,2.33,328.8,1.41,1.93,2.2,0
31/05/2014,21,14.8,99.7,1680.0,-0.0029,0,1.4,,1.47,310.31,0.76,1.17,1.35,0
31/05/2014,22,13.5,99.8,1543.4,-0.003,0,1.0,,1.16,274.61,0.2,0.47,0.43,0
31/05/2014,23,13.0,99.8,1490.5,-0.0026,0,0.6,,0.96,226.76,0.11,0.39,0,0
01/06/2014,0,12.3,99.8,1432.1,-0.002,,0.4,,0.82,195.65,0.02,0.25,0.01,0
01/06/2014,1,11.5,99.8,1352.9,-0.0016,,0.3,,0.76,204.73,0,0.1,0,0
01/06/2014,2,10.9,99.8,1301.2,-0.0021,,0.3,,0.81,203.63,0.03,0.16,0.06,0
01/06/2014,3,10.7,99.8,1284.3,-0.0016,,0.3,,0.61,217.98,0.04,0.22,0.06,0
01/06/2014,4,10.1,99.8,1236.1,0.0035,,0.3,,0.53,160.17,0.01,0.11,0.03,0
01/06/2014,5,9.6,99.8,1189.8,0.0551,,0.2,,0.5,202.48,0,0.1,0.03,0
01/06/2014,6,10.8,99.8,1294.6,0.1621,,0.4,,0.61,233.4,0.03,0.29,0.02,0
01/06/2014,7,12.6,99.8,1455.6,0.2582,,0.6,,0.48,315.92,0.26,0.53,0.35,0
01/06/2014,8,15.0,99.7,1705.5,0.5017,,0.9,,0.9,55.26,0.7,0.88,0.87,0
01/06/2014,9,15.5,97.3,1708.4,0.6043,,1.5,,1.33,39.9,1.03,1.28,1.41,0
01/06/2014,10,15.8,91.1,1636.6,0.5833,,1.8,,1.68,11.74,1.26,1.59,1.72,0
01/06/2014,11,16.6,78.3,1479.9,0.5916,,1.9,,1.72,358.61,1.3,1.61,1.79,0
01/06/2014,12,17.4,66.5,1324.5,0.7375,,2.1,,1.97,5.11,1.51,1.84,2.01,0
01/06/2014,13,17.2,66.9,1308.7,0.4833,,1.9,,1.79,4.65,1.33,1.63,1.8,0
01/06/2014,14,18.1,56.7,1173.5,0.5929,,2.2,,2.18,21.64,1.53,1.89,2.12,0
01/06/2014,15,18.5,49.5,1050.9,0.5498,,1.7,,1.56,14.43,1.18,1.44,1.56,0
01/06/2014,16,18.7,46.4,1002.0,0.4012,,1.7,,1.64,359.47,1.2,1.52,1.69,0
01/06/2014,17,19.0,44.3,971.3,0.2809,,1.1,,1.11,318.11,0.72,0.98,0.97,0
01/06/2014,18,19.0,43.4,952.2,0.282,,1.9,,1.86,354.83,1.34,1.74,1.91,0
01/06/2014,19,18.0,48.6,1001.0,0.0713,,0.9,,0.86,354.98,0.46,0.76,0.78,0
01/06/2014,20,16.4,69.6,1286.6,0.0149,,0.2,,0.57,203.34,0.01,0.08,0.01,0
01/06/2014,21,13.4,99.6,1529.8,-0.0027,,0.1,,0.5,176.52,0.01,0.05,0,0
01/06/2014,22,11.6,99.8,1365.0,-0.0024,,0.2,,0.61,204.94,0,0.05,0,0
01/06/2014,23,11.0,99.8,1313.1,-0.0024,,0.6,,0.88,217.78,0.01,0.19,0.05,0
02/06/2014,0,9.9,99.8,1220.2,-0.0025,,0.6,,0.9,220.38,0.02,0.22,0.22,0
02/06/2014,1,9.4,99.8,1179.4,-0.0023,,0.6,,0.93,217.48,0,0.07,0.03,0
02/06/2014,2,8.1,99.8,1076.5,-0.0025,,0.7,,0.96,226.33,0.01,0.04,0.04,0
02/06/2014,3,7.5,99.8,1038.3,-0.0023,,0.6,,0.91,229.63,0,0.01,0.02,0
02/06/2014,4,7.7,99.8,1051.7,0.0019,,0.4,,0.65,223.7,0,0,0.01,0
02/06/2014,5,8.0,99.8,1069.6,0.0361,,0.5,,0.87,231.69,0,0.01,0.14,0
02/06/2014,6,8.7,99.8,1124.0,0.0947,,0.4,,0.71,222.73,0.02,0.05,0.15,0
02/06/2014,7,11.2,99.8,1327.2,0.2411,,0.5,,0.63,243.7,0.03,0.07,0.18,0
02/06/2014,8,14.9,99.7,1691.9,0.4867,,1.4,,1.56,216.05,0.67,0.93,1.11,0
02/06/2014,9,17.6,99.7,2002.7,0.644,,1.5,,1.88,205.71,0.99,1.23,1.34,0
02/06/2014,10,18.3,76.2,1607.3,0.5963,,1.9,,2.05,226.7,1.06,1.37,1.51,0
02/06/2014,11,19.3,49.7,1108.1,0.8534,,1.9,,1.87,232.38,1.13,1.39,1.54,0
02/06/2014,12,20.1,40.6,956.8,0.8965,,1.6,,1.73,224.07,1.03,1.19,1.35,0
02/06/2014,13,20.2,36.7,868.3,0.8546,,2.0,,1.83,257.87,1.2,1.37,1.61,0
02/06/2014,14,20.7,34.1,832.7,0.7837,,2.1,,2.21,220.93,1.33,1.5,1.72,0
02/06/2014,15,21.0,36.0,895.2,0.6624,,2.2,,2.1,255.47,1.3,1.54,1.82,0
02/06/2014,16,20.7,39.8,970.4,0.4229,,1.9,,1.8,304.09,1.09,1.42,1.64,0
02/06/2014,17,21.1,38.2,952.3,0.4431,,2.1,,1.98,317.76,1.31,1.71,1.94,0
02/06/2014,18,20.6,39.9,967.3,0.1749,,1.3,,1.28,261.7,0.38,0.6,0.83,0
02/06/2014,19,19.6,47.3,1075.3,0.0692,,1.0,,1.11,285.74,0.3,0.54,0.74,0
02/06/2014,20,18.3,51.7,1086.4,0.0117,,1.3,,1.14,312.31,0.37,0.79,1.05,0
02/06/2014,21,16.5,75.9,1414.4,-0.0032,,0.2,,0.5,194.53,0.02,0.01,0.01,0
02/06/2014,22,13.9,99.7,1589.9,-0.0029,,0.3,,0.74,197.4,0,0,0,0
02/06/2014,23,12.5,99.8,1449.1,-0.0025,,0.3,,0.75,212.8,0,0.04,0,0
03/06/2014,0,11.1,99.8,1319.7,-0.0022,,0.3,,0.8,214.23,0,0.07,0,0
03/06/2014,1,10.4,99.8,1261.9,-0.0024,,0.5,,0.79,220.29,0.01,0.2,0,0
03/06/2014,2,9.4,99.8,1175.9,-0.0021,,0.6,,0.92,220.98,0,0.07,0.19,0
03/06/2014,3,9.3,99.8,1171.4,-0.002,,0.5,,0.72,221.57,0,0,0.25,0
03/06/2014,4,9.1,99.8,1155.4,0.0051,,0.4,,0.72,222.25,0,0,0.01,0
03/06/2014,5,9.8,99.8,1206.7,0.0477,,0.4,,0.61,231.3,0,0.02,0,0
03/06/2014,6,10.8,99.8,1296.2,0.1211,,0.5,,0.64,235.11,0,0.02,0.05,0
03/06/2014,7,12.4,99.8,1437.0,0.0819,,0.6,,0.79,231.25,0,0.04,0.19,0
03/06/2014,8,13.5,99.8,1550.6,0.1867,,0.6,,0.74,238.09,0,0.04,0.02,0
03/06/2014,9,16.0,99.7,1818.1,0.2923,,0.8,,0.95,237.19,0.14,0.22,0.38,0
03/06/2014,10,16.6,99.7,1886.0,0.2326,,1.0,,1.16,228.89,0.31,0.41,0.69,0
03/06/2014,11,17.2,99.7,1954.8,0.2609,,1.1,,1.37,224.49,0.41,0.53,0.86,0
03/06/2014,12,18.2,99.7,2083.5,0.466,,1.1,,1.43,213.74,0.54,0.72,0.98,0
03/06/2014,13,19.7,99.7,2288.5,0.6792,,1.5,,1.79,203.56,0.83,1.09,1.3,0
03/06/2014,14,20.3,99.7,2378.3,0.629,,1.7,,1.55,247,0.79,1,1.23,0
03/06/2014,15,20.6,98.8,2401.0,0.4453,,1.7,,1.58,246.78,0.72,0.99,1.22,0
03/06/2014,16,15.5,99.7,1761.0,0.052,,1.9,,1.86,215.29,0.66,0.87,1.18,0.1
03/06/2014,17,15.0,99.7,1704.8,0.072,,1.0,,1.37,214.6,0.25,0.29,0.24,0
03/06/2014,18,15.4,99.7,1749.5,0.0931,,0.8,,1.16,205.21,0.13,0.14,0.09,0.1
03/06/2014,19,15.9,99.7,1798.8,0.0637,,0.6,,1.1,153.52,0.16,0.15,0.08,0.3
03/06/2014,20,15.8,99.7,1789.2,0.021,,0.7,,1.29,172,0.21,0.21,0.06,0.6
03/06/2014,21,15.3,99.7,1734.1,-0.0007,,0.4,,0.83,184.91,0.01,0,0,1.1
03/06/2014,22,14.8,99.7,1682.7,-0.0007,,0.3,,0.66,172.5,0,0,0,0.5
03/06/2014,23,14.2,99.7,1614.5,-0.0018,,0.3,,0.57,184.69,0,0,0,0.3
04/06/2014,0,13.5,99.8,1541.4,-0.0014,,0.3,,0.7,197,0,0,0,0.3
04/06/2014,1,12.5,99.8,1447.1,-0.0013,,0.3,,0.57,210.96,0,0,0,0.2
04/06/2014,2,12.3,99.8,1431.4,-0.0013,,0.2,,0.58,190.1,0,0,0,0.1
04/06/2014,3,12.1,99.8,1406.5,-0.0004,,0.2,,0.54,188.61,0,0,0,0.2
04/06/2014,4,12.2,99.8,1421.1,0.0019,,0.1,,0.34,175.96,0,0,0,0.1
04/06/2014,5,12.5,99.8,1443.4,0.0255,,0.3,,0.36,182.66,0,0,0,0.1
04/06/2014,6,12.9,99.8,1482.2,0.0478,,0.2,,0.41,177.89,0,0,0,0.1
04/06/2014,7,14.0,99.8,1589.9,0.096,,0.8,,1.19,164.73,0.18,0.24,0.17,0
04/06/2014,8,14.3,99.7,1626.9,0.1267,,1.4,,1.71,163.45,0.62,0.56,0.35,0.1
04/06/2014,9,15.0,99.7,1704.2,0.2265,,1.6,,1.97,166.72,0.98,1.09,0.41,0.1
04/06/2014,10,15.5,99.7,1762.1,0.2612,,1.7,,2.06,161.33,1.08,1.32,0.28,0
04/06/2014,11,15.9,99.7,1799.6,0.2304,,1.5,,1.68,152.49,0.83,1.1,0.27,0.1
04/06/2014,12,16.4,99.7,1861.5,0.3535,,2.1,,2.21,158.22,1.07,1.43,0.63,0
04/06/2014,13,16.4,99.7,1865.9,0.2777,,2.0,,2.37,180.08,1.27,1.6,0.85,0
04/06/2014,14,17.3,99.7,1966.2,0.3778,,2.2,,2.5,178.25,1.38,1.69,1.09,0
04/06/2014,15,17.3,99.7,1966.7,0.3357,,2.1,,2.56,183.83,1.43,1.75,1.41,0
04/06/2014,16,16.2,99.7,1836.3,0.2663,,2.4,,2.45,222.41,1.31,1.66,1.74,0
04/06/2014,17,14.8,99.7,1675.9,0.1089,,1.8,,1.55,235.61,0.62,0.92,0.79,0
04/06/2014,18,14.7,99.7,1665.4,0.112,,1.6,,1.92,220.63,0.9,1.2,0.91,0
04/06/2014,19,13.8,99.7,1576.3,0.0167,,2.6,,2.2,239.09,1.12,1.39,0.85,0.1
04/06/2014,20,12.4,99.8,1439.5,0.0045,,2.7,,1.86,247.73,0.87,1.15,0.47,0
04/06/2014,21,12.0,99.8,1398.7,0.0002,,1.9,,1.82,231.17,0.78,1.05,0.33,0
04/06/2014,22,11.5,99.8,1356.9,-0.0015,,2.4,,2.59,224.52,1.29,1.64,0.76,0
04/06/2014,23,10.5,99.8,1269.2,-0.0027,,2.2,,2.5,221.2,1.19,1.56,0.66,0
05/06/2014,0,9.9,99.8,1213.8,-0.0033,,1.7,,2.16,216.92,0.85,1.21,0.36,0
05/06/2014,1,9.3,99.8,1171.4,-0.0033,,1.3,,1.88,197.89,0.83,1.12,0.16,0
05/06/2014,2,8.7,99.8,1120.9,-0.0031,,1.6,,2.12,191.97,0.96,1.22,0.3,0
05/06/2014,3,8.9,99.8,1134.2,-0.0034,,2.0,,2.68,190.51,1.42,1.74,0.84,0
05/06/2014,4,9.4,99.8,1178.7,0.0002,,2.6,,3.11,197.09,1.8,2.17,1.43,0
05/06/2014,5,10.1,99.8,1229.8,0.037,,3.7,,4.07,209.21,2.4,2.93,2.38,0
05/06/2014,6,10.5,99.8,1269.7,0.0628,,3.7,,4.01,213.21,2.37,2.88,3.06,0
05/06/2014,7,11.5,99.8,1351.9,0.2164,,3.9,,4.1,216.92,2.4,2.96,3.24,0
05/06/2014,8,11.7,99.8,1371.5,0.166,,4.0,,4.23,218.78,2.45,3.04,3.28,0
05/06/2014,9,12.5,99.8,1447.0,0.185,,3.5,,3.63,224.57,1.88,2.41,2.7,0
05/06/2014,10,13.2,99.8,1518.6,0.1344,,2.9,,2.91,225.94,1.54,1.94,2.13,0
05/06/2014,11,13.6,99.8,1559.0,0.3971,,3.1,,3.34,216.25,1.84,2.33,2.52,0.1
05/06/2014,12,14.2,99.7,1613.6,0.4053,,3.2,,3.39,219.55,1.84,2.31,2.45,0
05/06/2014,13,15.9,99.7,1801.8,0.6002,,3.4,,3.09,231.17,1.67,2.1,2.36,0
05/06/2014,14,17.2,98.6,1934.4,0.7589,,3.6,,3,236.07,1.91,2.3,2.48,0
05/06/2014,15,17.7,94.8,1917.0,0.5144,,3.2,,3,231.06,1.76,2.13,2.32,0
05/06/2014,16,17.9,88.9,1827.2,0.4859,,3.2,,3.11,220.84,1.88,2.31,2.48,0
05/06/2014,17,17.9,86.8,1774.8,0.3551,,3.0,,3.02,226.25,1.71,2.13,2.37,0
05/06/2014,18,17.9,85.1,1750.4,0.2357,,2.0,,1.82,231.03,0.89,1.16,1.27,0
05/06/2014,19,17.1,92.1,1797.5,0.0887,,1.3,,1.25,228.57,0.4,0.58,0.58,0
05/06/2014,20,16.3,99.7,1849.9,0.0205,,0.6,,1.03,205.56,0.12,0.29,0.13,0
05/06/2014,21,13.3,99.8,1529.0,-0.0026,,0.1,,0.46,196.72,0,0.01,0,0
05/06/2014,22,11.7,99.8,1374.2,-0.0022,,0.2,,0.54,197.57,0,0,0,0
05/06/2014,23,10.9,99.8,1297.9,-0.002,,0.2,,0.53,192.7,0.04,0.07,0,0
06/06/2014,0,10.2,99.8,1242.5,-0.0023,,0.3,,0.74,203.75,0,0.11,0,0
06/06/2014,1,9.4,99.8,1177.3,-0.0023,,0.3,,0.66,200.2,0,0.08,0,0
06/06/2014,2,8.6,99.8,1114.0,-0.002,,0.2,,0.64,192.05,0.02,0.14,0,0
06/06/2014,3,8.0,99.8,1072.7,-0.0021,,0.3,,0.63,201.14,0,0.07,0.01,0
06/06/2014,4,7.4,99.8,1028.6,0.0041,,0.4,,0.76,223.33,0.03,0.19,0.01,0
06/06/2014,5,7.8,99.8,1060.6,0.0748,,0.4,,0.59,217.87,0.05,0.21,0.03,0
06/06/2014,6,9.5,99.8,1188.2,0.1874,,0.5,,0.56,228.74,0.12,0.31,0.03,0
06/06/2014,7,14.2,99.8,1620.2,0.3661,,0.7,,0.78,217.38,0.45,0.62,0.43,0
06/06/2014,8,17.0,99.7,1928.4,0.5152,,1.2,,1.61,113.91,0.9,1.04,1.09,0
06/06/2014,9,18.6,95.1,2030.6,0.6245,,1.5,,1.86,110.73,1.01,1.23,1.34,0
06/06/2014,10,19.7,69.9,1596.5,0.7497,,1.8,,2.01,109.66,1.15,1.34,1.44,0.2
06/06/2014,11,20.8,61.2,1504.9,0.8317,,2.2,,2.41,120.66,1.37,1.65,1.83,0
06/06/2014,12,21.9,57.3,1500.7,0.8675,,1.8,,2.09,108.96,1.22,1.49,1.62,0
06/06/2014,13,22.9,49.7,1384.7,0.8511,,2.2,,2.5,132.46,1.51,1.79,1.96,0.2
06/06/2014,14,23.7,46.3,1359.6,0.8361,,2.1,,2.38,109.42,1.4,1.65,1.85,0
06/06/2014,15,24.9,44.5,1399.9,0.7228,,1.8,,2.12,137.07,1.18,1.43,1.55,0.1
06/06/2014,16,25.6,41.4,1354.9,0.5819,,1.4,,1.69,145.97,0.48,1.2,1.23,0
06/06/2014,17,25.9,38.5,1290.2,0.4295,,1.5,,1.81,130.5,0.43,1.2,1.31,0.1
06/06/2014,18,26.0,37.4,1257.9,0.2784,,1.4,,1.76,104.75,0.69,1.12,1.26,0
06/06/2014,19,25.6,38.4,1261.5,0.1325,,1.5,,1.73,87.82,0.68,1.07,1.25,0
06/06/2014,20,23.6,49.1,1423.3,0.012,,0.5,,0.89,104.97,0.12,0.32,0.21,0
06/06/2014,21,21.1,67.2,1678.3,-0.0022,,0.6,,0.96,113.11,0.05,0.3,0.15,0
06/06/2014,22,19.2,95.6,2124.1,-0.0023,,0.5,,0.77,111.64,0.02,0.33,0.17,0
06/06/2014,23,18.0,99.7,2054.8,-0.0017,,0.7,,0.83,97.76,0.04,0.35,0.25,0
07/06/2014,0,17.1,99.7,1947.6,-0.0018,,0.4,,0.56,112.94,0.01,0.12,0.09,0
07/06/2014,1,15.4,99.7,1740.1,-0.0018,,0.0,,0.33,208.47,0,0,0,0
07/06/2014,2,14.4,99.7,1633.2,-0.0013,,0.1,,0.47,183.71,0,0.12,0.01,0
07/06/2014,3,13.6,99.8,1557.9,-0.0012,,0.0,,0.42,200.79,0,0.02,0,0
07/06/2014,4,13.2,99.8,1510.0,0.0055,,0.0,,0.29,200.78,0,0.02,0,0
07/06/2014,5,13.4,99.8,1535.9,0.0603,,0.0,,0.4,201.62,0,0.01,0,0
07/06/2014,6,16.5,99.7,1879.7,0.2118,,0.3,,0.71,169.47,0.1,0.32,0.24,0
07/06/2014,7,19.7,99.7,2283.8,0.298,,0.6,,0.73,215.36,0.22,0.54,0.4,0
07/06/2014,8,23.3,99.7,2845.0,0.4514,,1.5,,1.88,138.04,0.77,1.21,1.31,0
07/06/2014,9,24.9,99.7,3137.1,0.5678,,2.0,,2.45,143.44,0.88,1.55,1.75,0
07/06/2014,10,26.6,96.3,3340.3,0.6444,,2.5,,2.84,134.06,1.01,1.87,2.11,0
07/06/2014,11,27.7,87.3,3230.4,0.6147,,2.4,,2.54,191,0.86,1.74,1.94,0
07/06/2014,12,26.6,99.7,3459.8,0.7323,,3.0,,2.56,236.97,0.94,1.9,2.1,0.1
07/06/2014,13,25.6,99.7,3272.7,0.2985,,1.9,,2.25,220.8,0.77,1.4,1.58,0
07/06/2014,14,26.1,99.5,3372.5,0.6364,,1.3,,1.37,221.31,0.54,1.04,1.07,0
07/06/2014,15,27.1,97.2,3483.8,0.6367,,1.2,,1.09,251.42,0.62,0.92,0.98,0
07/06/2014,16,27.8,87.6,3264.8,0.4598,,1.2,,1.51,180.16,0.69,1.09,1.13,0
07/06/2014,17,28.3,88.8,3403.6,0.4141,,1.1,,1.37,195.07,0.56,0.89,0.98,0
07/06/2014,18,28.7,88.0,3462.9,0.2838,,0.8,,1.01,208.77,0.39,0.65,0.65,0
07/06/2014,19,27.3,98.5,3565.5,0.0576,,0.4,,0.84,153,0.17,0.35,0.33,0
07/06/2014,20,25.1,99.7,3181.2,0.002,,1.1,,1.36,196.22,0.37,0.77,0.87,0
07/06/2014,21,22.4,99.7,2702.5,-0.0021,,1.5,,1.42,301.9,0.69,1.07,1.22,0
07/06/2014,22,20.7,99.7,2429.9,-0.002,,1.7,,1.63,314.7,0.85,1.3,1.39,0
07/06/2014,23,19.6,99.7,2275.0,-0.0024,,1.5,,1.45,306.89,0.72,1.16,1.2,0
08/06/2014,0,18.7,99.7,2157.7,-0.0024,,0.9,,0.98,270.81,0.3,0.6,0.4,0
08/06/2014,1,18.0,99.7,2062.4,-0.0017,,1.2,,1.3,280.76,0.53,0.85,0.71,0
08/06/2014,2,17.5,99.7,1991.1,-0.0007,,0.9,,1.04,215.38,0.45,0.6,0.44,0
08/06/2014,3,17.2,99.7,1954.4,-0.0004,,0.9,,0.89,262.37,0.28,0.52,0.19,0
08/06/2014,4,17.0,99.7,1934.7,0.0036,,0.9,,1.05,211.96,0.18,0.57,0.33,0
08/06/2014,5,17.0,99.7,1933.4,0.0354,,0.6,,0.77,204.66,0,0.3,0.02,0
08/06/2014,6,17.9,99.7,2042.2,0.1219,,0.4,,0.78,197.33,0,0.31,0.12,0
08/06/2014,7,18.8,99.7,2169.2,0.1069,,0.7,,0.77,74.3,0.13,0.54,0.26,0
08/06/2014,8,18.7,99.7,2146.1,0.1321,,0.7,,0.75,80.35,0.16,0.52,0.2,0.1
