Uccle
 50.8          4.35          105           1            Azimuth = 0   Elevation = 90

 m; dy; h; Ta; RH;G_Gh; FF; DD;RR;G_Gk;N
 4; 102; 23;10.6;84;0;3.4;203;0.0;0;8
 4; 102; 24;9.8;84;0;2.8;223;0.0;0;8
 4; 103; 1;9.2;84;0;2.8;185;0.0;0;8
 4; 103; 2;8.6;86;0;2.6;212;0.0;0;7
 4; 103; 3;8.2;88;0;1.7;195;0.0;0;7
 4; 103; 4;7.9;84;0;2.8;206;0.0;0;7
 4; 103; 5;7.7;84;0;2.4;184;0.0;0;7
 4; 103; 6;7.6;84;0;2.4;204;0.0;0;7
 4; 103; 7;8.1;84;39;2.6;239;0.0;18;7
 4; 103; 8;9.1;80;136;1.9;213;0.0;68;7
 4; 103; 9;10.3;59;259;2.2;230;0.0;170;7
 4; 103; 10;11.7;48;380;1.5;184;0.0;302;6
 4; 103; 11;13.1;44;475;1.5;211;0.0;404;6
 4; 103; 12;14.2;42;519;1.3;166;0.0;423;7
 4; 103; 13;15.1;41;542;0.9;61;0.0;447;7
 4; 103; 14;15.8;42;543;1.2;205;0.0;478;6
 4; 103; 15;16.2;42;494;2.2;220;0.0;426;6
 4; 103; 16;16.3;44;396;1.6;193;0.0;304;7
 4; 103; 17;16.1;43;303;1.9;213;0.0;210;7
 4; 103; 18;15.5;48;181;1.5;199;0.0;106;7
 4; 103; 19;14.6;45;68;1.2;230;0.0;32;7
 4; 103; 20;13.6;50;1;1.7;215;0.0;1;7
 4; 103; 21;12.8;56;0;2.6;221;0.0;0;7
 4; 103; 22;12.0;58;0;4.1;157;0.0;0;7
 4; 103; 23;11.2;61;0;6.3;212;0.0;0;7
 4; 103; 24;10.3;66;0;9.1;247;0.0;0;6
 4; 104; 1;9.8;70;0;8.6;208;0.0;0;6
 4; 104; 2;9.1;74;0;9.4;185;0.0;0;6
 4; 104; 3;8.8;73;0;10.5;204;0.0;0;6
 4; 104; 4;8.5;77;0;7.9;239;0.0;0;6
 4; 104; 5;8.2;78;0;8.2;215;0.0;0;6
 4; 104; 6;8.2;78;0;10.2;208;0.0;0;5
 4; 104; 7;8.7;78;43;7.9;169;0.0;19;5
 4; 104; 8;9.8;76;146;9.9;165;0.0;70;5
 4; 104; 9;11.1;73;273;9.4;222;0.0;188;5
 4; 104; 10;12.6;64;399;9.1;221;0.0;316;5
 4; 104; 11;13.7;56;445;8.2;189;0.0;348;7
 4; 104; 12;14.8;49;504;7.0;189;0.0;409;7
 4; 104; 13;15.7;46;561;7.9;202;0.0;495;6
 4; 104; 14;16.3;45;522;7.5;219;0.0;427;7
 4; 104; 15;16.7;43;451;7.0;215;0.0;355;7
 4; 104; 16;16.7;42;385;4.6;194;0.0;290;7
 4; 104; 17;16.5;43;276;5.5;164;0.0;177;8
 4; 104; 18;15.9;46;184;6.7;104;0.0;106;7
 4; 104; 19;15.1;52;76;6.3;57;0.0;35;7
 4; 104; 20;14.2;53;1;7.5;30;0.0;1;7
 4; 104; 21;13.0;62;0;7.9;19;0.0;0;7
 4; 104; 22;11.9;64;0;5.2;194;0.0;0;6
 4; 104; 23;10.8;66;0;5.2;115;0.0;0;6
 4; 104; 24;9.6;70;0;6.7;218;0.0;0;6
 4; 105; 1;8.7;75;0;6.3;212;0.0;0;6
 4; 105; 2;7.7;79;0;7.0;208;0.0;0;6
 4; 105; 3;7.2;75;0;8.6;224;0.0;0;5
 4; 105; 4;6.6;78;0;7.5;182;0.0;0;5
 4; 105; 5;6.2;79;0;11.3;206;0.0;0;5
 4; 105; 6;6.2;73;0;9.9;220;0.0;0;5
 4; 105; 7;6.7;70;48;8.2;220;0.0;20;4
 4; 105; 8;7.8;66;160;8.6;227;0.0;75;4
 4; 105; 9;9.0;57;277;8.6;210;0.0;188;5
 4; 105; 10;10.3;50;389;8.9;224;0.0;302;6
 4; 105; 11;11.5;43;477;11.3;214;0.0;398;6
 4; 105; 12;12.7;42;586;11.3;205;0.0;515;5
 4; 105; 13;13.6;38;574;9.1;212;0.0;503;6
 4; 105; 14;14.3;38;603;7.5;207;0.0;533;5
 4; 105; 15;14.7;37;522;7.9;199;0.0;446;6
 4; 105; 16;14.9;36;452;11.3;204;0.0;369;5
 4; 105; 17;14.6;39;315;13.4;182;0.0;215;7
 4; 105; 18;14.0;39;193;9.4;21;0.0;109;7
 4; 105; 19;13.1;41;75;7.5;53;0.0;34;6
 4; 105; 20;12.1;46;1;7.5;51;0.0;1;6
 4; 105; 21;10.9;56;0;6.7;354;0.0;0;5
 4; 105; 22;9.7;58;0;5.5;11;0.0;0;5
 4; 105; 23;8.4;60;0;5.9;179;0.0;0;4
 4; 105; 24;7.2;70;0;4.9;160;0.0;0;4
 4; 106; 1;6.3;70;0;2.8;230;0.0;0;3
 4; 106; 2;5.4;73;0;2.2;159;0.0;0;3
 4; 106; 3;4.9;74;0;2.6;173;0.0;0;2
 4; 106; 4;4.3;71;0;2.4;98;0.0;0;2
 4; 106; 5;4.0;71;0;2.6;230;0.0;0;1
 4; 106; 6;3.9;68;0;3.0;195;0.0;0;1
 4; 106; 7;4.7;66;64;3.2;236;0.0;25;0
 4; 106; 8;6.1;57;205;4.3;229;0.0;82;0
 4; 106; 9;7.9;52;372;3.9;220;0.0;265;0
 4; 106; 10;9.8;42;529;5.2;212;0.0;449;0
 4; 106; 11;11.6;38;654;4.1;212;0.0;601;0
 4; 106; 12;13.2;36;740;1.4;242;0.0;707;0
 4; 106; 13;14.5;33;772;1.0;336;0.0;746;0
 4; 106; 14;15.4;30;754;1.2;321;0.0;724;0
 4; 106; 15;16.0;30;695;1.9;329;0.0;651;0
 4; 106; 16;16.1;31;581;1.7;274;0.0;514;0
 4; 106; 17;15.9;31;440;1.7;304;0.0;346;0
 4; 106; 18;15.1;34;280;1.9;279;0.0;159;0
 4; 106; 19;13.9;39;121;2.0;251;0.0;35;0
 4; 106; 20;12.5;42;4;1.7;183;0.0;2;0
 4; 106; 21;11.3;51;0;2.0;265;0.0;0;0
 4; 106; 22;10.1;58;0;3.4;323;0.0;0;0
 4; 106; 23;8.9;60;0;2.4;269;0.0;0;0
 4; 106; 24;7.7;69;0;2.2;327;0.0;0;0
 4; 107; 1;6.9;71;0;1.9;213;0.0;0;0
 4; 107; 2;6.0;72;0;1.7;200;0.0;0;0
 4; 107; 3;5.6;75;0;2.4;244;0.0;0;0
 4; 107; 4;5.1;78;0;1.9;251;0.0;0;0
 4; 107; 5;4.8;82;0;2.0;229;0.0;0;0
 4; 107; 6;4.7;86;0;1.9;194;0.0;0;0
 4; 107; 7;5.6;85;70;1.2;213;0.0;27;0
 4; 107; 8;7.1;77;214;0.9;216;0.0;81;0
 4; 107; 9;9.0;74;384;0.9;223;0.0;267;0
 4; 107; 10;10.9;60;541;0.4;228;0.0;452;0
 4; 107; 11;12.7;51;663;0.5;221;0.0;602;0
 4; 107; 12;14.3;43;741;0.3;223;0.0;699;0
 4; 107; 13;15.6;40;783;0.3;245;0.0;750;0
 4; 107; 14;16.6;37;762;0.7;220;0.0;725;0
 4; 107; 15;17.2;37;703;0.5;223;0.0;651;0
 4; 107; 16;17.4;36;595;0.6;218;0.0;519;0
 4; 107; 17;17.1;35;449;0.6;168;0.0;344;0
 4; 107; 18;16.3;38;283;0.7;138;0.0;156;0
 4; 107; 19;15.1;43;125;0.7;111;0.0;48;5
 4; 107; 20;13.7;48;5;1.1;198;0.0;3;5
 4; 107; 21;12.4;57;0;1.2;167;0.0;0;5
 4; 107; 22;11.1;63;0;1.6;22;0.0;0;5
 4; 107; 23;9.8;66;0;0.6;24;0.0;0;6
 4; 107; 24;8.4;68;0;0.1;49;0.0;0;6
 4; 108; 1;7.5;74;0;0.4;52;0.0;0;6
 4; 108; 2;6.4;74;0;0.8;212;0.0;0;6
 4; 108; 3;5.8;72;0;0.4;160;0.0;0;6
 4; 108; 4;5.3;79;0;0.7;192;0.0;0;6
 4; 108; 5;4.9;83;0;1.1;211;0.0;0;7
 4; 108; 6;4.8;83;0;1.1;228;0.0;0;7
 4; 108; 7;5.3;79;46;0.6;204;0.0;22;7
 4; 108; 8;6.3;76;149;0.3;209;0.0;70;7
 4; 108; 9;7.2;73;241;1.2;221;0.0;142;8
 4; 108; 10;8.3;69;335;1.3;232;0.0;220;8
 4; 108; 11;9.3;65;426;1.5;182;0.0;317;7
 4; 108; 12;10.2;57;483;1.9;217;0.0;373;7
 4; 108; 13;11.0;56;513;2.4;180;0.0;402;7
 4; 108; 14;11.5;55;507;2.2;256;0.0;396;7
 4; 108; 15;11.8;54;470;1.5;270;0.0;361;7
 4; 108; 16;11.9;55;366;1.4;325;0.0;263;7
 4; 108; 17;11.7;56;280;1.1;316;0.0;173;8
 4; 108; 18;11.1;59;162;1.3;304;0.0;86;8
 4; 108; 19;10.4;63;71;1.4;215;0.0;33;8
 4; 108; 20;9.5;64;2;0.7;192;0.0;1;8
 4; 108; 21;8.5;69;0;1.0;205;0.0;0;8
 4; 108; 22;7.4;72;0;1.1;192;0.0;0;8
 4; 108; 23;6.4;78;0;0.8;209;0.0;0;8
 4; 108; 24;5.4;85;0;0.7;213;0.1;0;8
 4; 109; 1;4.7;93;0;0.5;200;0.0;0;8
 4; 109; 2;4.0;89;0;0.5;228;0.0;0;8
 4; 109; 3;3.7;89;0;0.5;196;0.0;0;8
 4; 109; 4;3.3;87;0;0.8;220;0.0;0;8
 4; 109; 5;3.0;90;0;0.8;330;0.0;0;8
 4; 109; 6;3.0;89;0;1.6;324;0.0;0;8
 4; 109; 7;3.4;88;37;1.2;247;0.0;19;8
 4; 109; 8;4.2;77;118;1.4;327;0.0;57;8
 4; 109; 9;5.2;75;212;2.4;332;0.0;123;8
 4; 109; 10;6.2;64;296;2.4;257;0.0;188;8
 4; 109; 11;7.1;57;349;2.0;252;0.0;235;8
 4; 109; 12;8.0;53;428;2.4;193;0.0;303;8
 4; 109; 13;8.7;50;450;2.6;185;0.0;324;8
 4; 109; 14;9.4;47;469;4.3;231;0.0;360;7
 4; 109; 15;9.7;60;414;4.6;163;0.2;290;8
 4; 109; 16;9.8;47;315;3.4;12;0.0;206;8
 4; 109; 17;9.6;48;252;4.1;149;0.0;153;8
 4; 109; 18;9.1;50;147;3.9;228;0.0;76;8
 4; 109; 19;8.5;54;65;3.4;193;0.0;31;8
 4; 109; 20;7.7;60;2;1.9;186;0.0;1;7
 4; 109; 21;6.8;65;0;1.6;171;0.0;0;7
 4; 109; 22;5.8;66;0;1.5;218;0.0;0;6
 4; 109; 23;4.9;67;0;1.1;18;0.0;0;6
 4; 109; 24;4.0;73;0;1.4;17;0.0;0;5
 4; 110; 1;3.3;73;0;1.3;25;0.0;0;4
 4; 110; 2;2.5;74;0;0.7;171;0.0;0;4
 4; 110; 3;2.0;76;0;1.2;110;0.0;0;3
 4; 110; 4;1.6;77;0;0.5;51;0.0;0;2
 4; 110; 5;1.3;82;0;0.7;37;0.0;0;2
 4; 110; 6;1.2;88;0;1.0;227;0.0;0;1
 4; 110; 7;2.2;83;76;0.8;199;0.0;27;1
 4; 110; 8;3.8;77;220;1.0;89;0.0;76;0
 4; 110; 9;5.7;69;381;1.5;173;0.0;253;0
 4; 110; 10;7.6;54;532;1.5;208;0.0;430;0
 4; 110; 11;9.4;48;660;1.7;216;0.0;585;0
 4; 110; 12;11.0;43;748;3.0;211;0.0;682;0
 4; 110; 13;12.4;39;785;4.1;191;0.0;727;0
 4; 110; 14;13.4;38;775;3.7;210;0.0;714;0
 4; 110; 15;14.0;36;715;3.9;212;0.0;640;0
 4; 110; 16;14.2;36;610;4.3;251;0.0;510;0
 4; 110; 17;14.0;36;473;2.4;242;0.0;342;0
 4; 110; 18;13.3;39;310;1.7;245;0.0;152;0
 4; 110; 19;12.1;45;143;2.4;192;0.0;52;5
 4; 110; 20;10.6;50;9;2.2;211;0.0;5;5
 4; 110; 21;9.8;61;0;3.2;214;0.0;0;5
 4; 110; 22;8.9;65;0;3.7;176;0.0;0;5
 4; 110; 23;8.1;67;0;4.6;232;0.0;0;6
 4; 110; 24;7.2;67;0;5.5;191;0.0;0;6
 4; 111; 1;6.8;70;0;5.9;184;0.0;0;6
 4; 111; 2;6.3;74;0;4.6;196;0.0;0;6
 4; 111; 3;6.1;74;0;5.9;206;0.0;0;7
 4; 111; 4;5.8;76;0;4.3;213;0.0;0;7
 4; 111; 5;5.6;79;0;4.6;207;0.0;0;7
 4; 111; 6;5.6;79;0;5.5;219;0.0;0;7
 4; 111; 7;5.9;75;27;5.5;217;0.0;14;8
 4; 111; 8;6.4;77;79;5.2;200;0.0;41;8
 4; 111; 9;7.0;79;130;3.2;20;0.0;69;8
 4; 111; 10;7.5;79;170;4.1;195;0.0;93;8
 4; 111; 11;8.0;75;225;5.2;225;0.0;127;8
 4; 111; 12;8.4;80;247;3.4;196;0.8;142;8
 4; 111; 13;8.9;76;246;2.6;191;0.0;142;8
 4; 111; 14;9.1;72;236;1.9;228;0.0;135;8
 4; 111; 15;9.2;80;231;2.8;182;0.1;132;8
 4; 111; 16;8.9;84;194;3.2;188;2.1;108;8
 4; 111; 17;9.2;80;150;4.1;168;0.2;81;8
 4; 111; 18;9.0;80;105;4.9;224;0.0;55;8
 4; 111; 19;8.6;80;47;5.2;222;0.0;24;8
 4; 111; 20;8.1;80;2;5.5;170;0.0;1;8
 4; 111; 21;7.9;80;0;4.3;208;0.1;0;8
 4; 111; 22;7.5;82;0;4.1;167;0.5;0;8
 4; 111; 23;7.3;88;0;3.7;175;0.1;0;8
 4; 111; 24;7.0;87;0;3.9;54;0.3;0;8
 4; 112; 1;7.0;89;0;2.8;75;0.1;0;8
 4; 112; 2;7.0;88;0;2.2;223;0.0;0;8
 4; 112; 3;6.9;88;0;3.2;222;0.0;0;8
 4; 112; 4;6.9;89;0;4.1;180;0.0;0;8
 4; 112; 5;6.9;87;0;3.9;233;0.0;0;8
 4; 112; 6;6.9;92;0;3.4;172;0.0;0;8
 4; 112; 7;7.1;92;16;3.0;187;0.0;9;8
 4; 112; 8;7.7;84;71;4.1;241;0.0;37;8
 4; 112; 9;8.3;84;104;2.6;242;0.0;55;8
 4; 112; 10;8.8;76;142;2.4;206;0.0;76;8
 4; 112; 11;9.3;74;166;2.8;214;0.0;91;8
 4; 112; 12;9.9;75;212;3.0;209;0.0;119;8
 4; 112; 13;10.2;73;194;2.8;206;0.0;108;8
 4; 112; 14;10.5;71;197;2.6;209;0.0;111;8
 4; 112; 15;10.6;71;162;2.4;242;0.0;88;8
 4; 112; 16;10.7;80;177;3.0;248;0.1;97;8
 4; 112; 17;10.7;67;155;2.6;197;0.0;83;8
 4; 112; 18;10.5;80;104;2.2;186;0.4;54;8
 4; 112; 19;10.1;80;43;2.4;206;0.7;22;8
 4; 112; 20;9.3;84;3;2.6;192;2.6;2;8
 4; 112; 21;9.6;80;0;3.0;221;0.3;0;8
 4; 112; 22;9.5;80;0;2.4;192;0.2;0;8
 4; 112; 23;9.2;87;0;2.0;198;1.1;0;8
 4; 112; 24;9.2;83;0;1.1;206;0.2;0;8
 4; 113; 1;9.2;87;0;0.8;192;0.1;0;8
 4; 113; 2;9.1;84;0;0.7;171;0.0;0;8
 4; 113; 3;9.1;80;0;0.7;215;0.1;0;8
 4; 113; 4;8.9;80;0;1.5;324;0.9;0;8
 4; 113; 5;8.1;90;0;2.4;264;4.9;0;8
 4; 113; 6;8.6;87;1;3.2;275;2.3;0;8
 4; 113; 7;9.0;85;15;4.6;266;1.6;8;8
 4; 113; 8;9.7;80;54;7.0;211;0.4;28;8
 4; 113; 9;10.3;80;86;7.5;246;0.0;45;8
 4; 113; 10;10.6;80;103;8.6;322;0.0;54;8
 4; 113; 11;11.1;80;136;8.2;319;0.1;73;8
 4; 113; 12;11.4;80;158;7.3;325;0.0;87;8
 4; 113; 13;11.8;80;182;7.0;335;0.0;100;8
 4; 113; 14;12.1;80;189;5.9;241;0.1;105;8
 4; 113; 15;12.3;80;198;8.6;201;0.7;111;8
 4; 113; 16;12.4;80;150;6.3;231;0.6;81;8
 4; 113; 17;12.3;84;102;5.9;212;1.2;54;8
 4; 113; 18;12.4;80;75;5.5;185;0.1;39;8
 4; 113; 19;12.1;80;45;5.9;146;0.3;23;8
 4; 113; 20;11.7;80;3;5.9;174;0.5;2;8
 4; 113; 21;11.1;80;0;7.5;230;0.2;0;8
 4; 113; 22;10.5;80;0;8.2;219;0.2;0;8
 4; 113; 23;9.8;80;0;7.5;195;0.3;0;8
 4; 113; 24;9.2;84;0;5.2;26;0.0;0;8
 4; 114; 1;8.2;84;0;4.9;41;0.0;0;8
 4; 114; 2;7.3;84;0;4.9;317;0.0;0;8
 4; 114; 3;6.7;88;0;5.2;10;0.0;0;8
 4; 114; 4;6.2;90;0;4.1;336;0.0;0;8
 4; 114; 5;5.8;97;0;3.2;333;0.0;0;8
 4; 114; 6;5.7;93;1;2.6;8;0.0;1;8
 4; 114; 7;6.3;87;57;3.4;61;0.0;27;8
 4; 114; 8;7.1;81;143;2.0;342;0.0;66;8
 4; 114; 9;8.0;70;229;3.2;323;0.0;129;8
 4; 114; 10;8.8;67;287;1.6;347;0.0;176;8
 4; 114; 11;9.6;65;387;2.0;2;0.0;258;8
 4; 114; 12;10.4;58;445;2.4;355;0.0;308;8
 4; 114; 13;11.0;56;429;3.0;6;0.0;297;8
 4; 114; 14;11.3;56;393;3.9;353;0.0;265;8
 4; 114; 15;11.4;56;359;4.3;327;0.0;235;8
 4; 114; 16;11.3;54;276;4.1;6;0.0;158;8
 4; 114; 17;11.1;54;223;4.3;18;0.0;123;8
 4; 114; 18;10.6;53;143;4.9;177;0.0;73;8
 4; 114; 19;10.0;54;58;4.1;28;0.0;30;8
 4; 114; 20;9.1;73;3;2.8;30;0.7;1;8
 4; 114; 21;8.6;80;0;2.4;4;0.1;0;8
 4; 114; 22;7.9;80;0;3.0;75;0.0;0;8
 4; 114; 23;7.2;80;0;3.9;6;0.0;0;8
 4; 114; 24;6.5;80;0;5.2;66;0.0;0;8
 4; 115; 1;6.3;80;0;4.3;43;0.0;0;7
 4; 115; 2;6.1;80;0;3.0;154;0.0;0;7
 4; 115; 3;6.0;80;0;3.0;192;0.0;0;7
 4; 115; 4;5.9;80;0;2.4;153;0.0;0;7
 4; 115; 5;5.8;80;0;2.6;68;0.0;0;7
 4; 115; 6;5.9;80;1;2.4;164;0.0;0;7
 4; 115; 7;6.7;63;64;3.7;201;0.0;30;7
 4; 115; 8;7.9;60;187;3.9;236;0.0;77;7
 4; 115; 9;9.2;59;315;3.4;183;0.0;188;6
 4; 115; 10;11.2;48;578;3.0;156;0.0;437;0
 4; 115; 11;13.5;41;801;3.7;112;0.0;664;0
 4; 115; 12;15.1;36;812;3.4;205;0.0;711;0
 4; 115; 13;16.1;34;724;3.0;196;0.0;630;4
 4; 115; 14;16.1;37;439;3.0;225;0.0;325;8
 4; 115; 15;15.6;38;291;1.7;220;0.0;170;8
 4; 115; 16;14.6;41;147;1.3;219;0.0;79;8
 4; 115; 17;13.6;47;63;1.4;202;0.0;33;8
 4; 115; 18;12.6;52;36;1.6;231;0.0;19;8
 4; 115; 19;11.8;53;14;3.0;235;0.0;7;8
 4; 115; 20;11.0;55;3;2.4;203;0.0;2;8
 4; 115; 21;10.6;58;0;1.9;158;0.0;0;8
 4; 115; 22;10.3;59;0;2.2;69;0.0;0;8
 4; 115; 23;10.0;61;0;1.3;82;0.1;0;8
 4; 115; 24;9.7;63;0;2.0;31;0.0;0;8
 4; 116; 1;9.2;59;0;4.6;170;0.0;0;8
 4; 116; 2;8.7;66;0;4.6;181;0.0;0;8
 4; 116; 3;8.4;67;0;4.1;52;0.0;0;8
 4; 116; 4;8.1;68;0;4.6;166;0.0;0;8
 4; 116; 5;7.9;68;0;4.6;102;0.0;0;8
 4; 116; 6;7.9;76;2;3.9;187;0.0;1;8
 4; 116; 7;8.4;74;48;4.6;137;0.0;24;8
 4; 116; 8;9.1;75;122;5.5;154;0.0;59;8
 4; 116; 9;9.8;73;198;5.5;232;0.0;105;8
 4; 116; 10;10.6;67;279;5.5;181;0.0;169;8
 4; 116; 11;11.2;64;283;6.3;108;0.0;162;8
 4; 116; 12;11.8;62;350;5.5;32;0.0;208;8
 4; 116; 13;12.2;61;360;5.2;4;0.0;216;8
 4; 116; 14;12.5;57;300;4.6;40;0.0;175;8
 4; 116; 15;12.4;56;222;4.3;37;0.0;124;8
 4; 116; 16;12.2;60;165;5.2;44;0.1;90;8
 4; 116; 17;11.7;77;81;6.7;25;0.4;43;8
 4; 116; 18;11.0;84;50;6.3;331;1.3;26;8
 4; 116; 19;10.8;80;14;5.9;48;0.0;7;8
 4; 116; 20;10.3;80;3;5.9;18;0.0;2;8
 4; 116; 21;9.9;80;0;7.0;194;0.2;0;8
 4; 116; 22;9.5;84;0;6.7;185;0.0;0;8
 4; 116; 23;9.1;84;0;7.3;196;0.0;0;8
 4; 116; 24;8.6;86;0;5.9;53;0.0;0;8
 4; 117; 1;8.4;84;0;7.0;225;0.0;0;8
 4; 117; 2;8.2;87;0;5.9;211;0.0;0;8
 4; 117; 3;8.1;85;0;3.7;188;0.0;0;8
 4; 117; 4;8.0;84;0;4.3;195;0.0;0;8
 4; 117; 5;7.9;84;0;3.7;223;0.0;0;8
 4; 117; 6;7.8;80;1;3.2;200;0.8;1;8
 4; 117; 7;8.5;80;39;5.2;186;0.0;20;8
 4; 117; 8;9.4;80;116;4.1;193;0.0;57;8
 4; 117; 9;10.3;62;179;4.9;216;0.0;95;8
 4; 117; 10;11.4;54;271;6.3;193;0.0;152;8
 4; 117; 11;12.5;50;343;5.2;202;0.0;219;8
 4; 117; 12;13.3;48;371;4.1;205;0.0;243;8
 4; 117; 13;14.1;47;413;3.4;221;0.0;278;8
 4; 117; 14;14.8;43;421;3.0;216;0.0;286;8
 4; 117; 15;15.1;41;360;3.7;225;0.0;233;8
 4; 117; 16;15.4;42;343;4.3;177;0.0;216;8
 4; 117; 17;15.3;43;248;4.9;193;0.0;143;8
 4; 117; 18;15.0;47;162;4.9;209;0.0;81;8
 4; 117; 19;14.3;62;61;6.3;230;0.2;31;8
 4; 117; 20;13.6;51;3;4.9;222;0.0;2;7
 4; 117; 21;12.3;61;0;4.6;217;0.0;0;7
 4; 117; 22;11.1;69;0;4.3;201;0.0;0;6
 4; 117; 23;9.8;70;0;5.2;247;0.0;0;6
 4; 117; 24;8.6;73;0;4.3;79;0.0;0;5
 4; 118; 1;7.3;86;0;3.7;240;0.0;0;4
 4; 118; 2;5.9;89;0;3.2;225;0.0;0;4
 4; 118; 3;5.1;92;0;3.2;212;0.0;0;3
 4; 118; 4;4.4;92;0;3.4;220;0.0;0;2
 4; 118; 5;3.8;92;0;3.4;187;0.0;0;2
 4; 118; 6;3.8;87;3;1.3;166;0.0;2;1
 4; 118; 7;5.0;79;104;1.5;196;0.0;35;1
 4; 118; 8;6.6;67;255;1.7;213;0.0;68;0
 4; 118; 9;8.4;61;413;3.4;202;0.0;236;0
 4; 118; 10;10.1;49;546;3.7;215;0.0;399;0
 4; 118; 11;11.6;42;658;2.6;204;0.0;535;0
 4; 118; 12;13.0;38;741;2.8;165;0.0;635;0
 4; 118; 13;14.1;34;762;4.1;21;0.0;663;0
 4; 118; 14;14.9;35;761;4.3;66;0.0;660;0
 4; 118; 15;15.4;33;698;3.2;8;0.0;582;0
 4; 118; 16;15.6;32;604;4.1;85;0.0;461;0
 4; 118; 17;15.3;33;467;3.4;27;0.0;299;0
 4; 118; 18;14.6;34;313;3.9;113;0.0;124;0
 4; 118; 19;13.5;40;157;4.9;5;0.0;55;3
 4; 118; 20;12.1;42;16;6.3;4;0.0;9;4
 4; 118; 21;10.4;52;0;7.0;25;0.0;0;4
 4; 118; 22;8.7;58;0;6.7;17;0.0;0;4
 4; 118; 23;7.1;62;0;3.7;36;0.0;0;4
 4; 118; 24;5.4;66;0;3.4;39;0.0;0;5
 4; 119; 1;4.3;73;0;3.4;24;0.0;0;5
 4; 119; 2;3.1;76;0;4.1;9;0.0;0;5
 4; 119; 3;2.5;74;0;4.6;14;0.0;0;5
 4; 119; 4;1.8;75;0;4.1;94;0.0;0;5
 4; 119; 5;1.4;79;0;3.4;26;0.0;0;6
 4; 119; 6;1.4;72;5;2.2;337;0.0;2;6
 4; 119; 7;2.3;68;97;2.2;318;0.0;35;6
 4; 119; 8;3.4;62;200;3.0;38;0.0;79;6
 4; 119; 9;4.7;60;332;2.0;30;0.0;188;5
 4; 119; 10;6.0;51;459;1.7;45;0.0;313;5
 4; 119; 11;7.2;51;539;1.3;77;0.0;401;5
 4; 119; 12;8.2;44;612;1.6;191;0.0;478;5
 4; 119; 13;9.2;39;680;1.7;209;0.0;569;4
 4; 119; 14;9.8;37;643;1.1;206;0.0;528;5
 4; 119; 15;10.1;40;559;1.0;226;0.0;424;6
 4; 119; 16;10.2;40;505;1.5;218;0.0;358;5
 4; 119; 17;9.8;42;354;1.7;201;0.0;210;7
 4; 119; 18;9.1;42;222;1.9;217;0.0;106;7
 4; 119; 19;8.1;47;105;2.0;203;0.0;45;7
 4; 119; 20;7.0;54;3;2.0;216;0.0;2;7
 4; 119; 21;6.2;59;0;1.9;212;0.0;0;7
 4; 119; 22;5.4;60;0;2.0;205;0.0;0;7
 4; 119; 23;4.6;61;0;1.9;217;0.0;0;7
 4; 119; 24;3.8;65;0;2.8;198;0.0;0;7
 4; 120; 1;3.6;62;0;4.3;195;0.0;0;7
 4; 120; 2;3.4;63;0;5.5;169;0.0;0;7
 4; 120; 3;2.7;84;0;4.6;226;2.9;0;8
 4; 120; 4;2.8;84;0;4.6;203;1.3;0;8
 4; 120; 5;3.0;80;0;3.4;197;0.2;0;8
 4; 120; 6;2.8;80;1;2.6;169;0.6;1;8
 4; 120; 7;3.2;89;27;3.2;182;0.0;14;8
 4; 120; 8;3.6;84;65;3.2;204;0.2;34;8
 4; 120; 9;4.1;80;103;3.7;232;0.1;54;8
 4; 120; 10;4.4;81;138;3.9;177;0.1;74;8
 4; 120; 11;4.9;85;171;3.2;201;0.0;93;8
 4; 120; 12;5.2;83;194;3.4;209;0.3;107;8
 4; 120; 13;5.5;79;202;3.4;284;0.1;112;8
 4; 120; 14;5.7;78;198;3.0;289;0.0;110;8
 4; 120; 15;5.8;79;183;2.4;178;0.0;100;8
 4; 120; 16;5.8;84;153;1.9;198;0.0;82;8
 4; 120; 17;5.7;88;114;2.4;176;0.0;60;8
 4; 120; 18;5.4;87;77;2.0;206;0.0;40;8
 4; 120; 19;4.9;92;37;2.8;210;0.9;20;8
 4; 120; 20;4.5;96;3;2.6;182;0.4;2;8
 4; 120; 21;5.8;96;0;2.4;241;0.5;0;8
 4; 120; 22;7.2;98;0;1.9;238;0.0;0;8
 4; 120; 23;8.5;95;0;2.6;223;0.1;0;8
 4; 120; 24;9.8;96;0;3.4;198;0.0;0;8
 5; 121; 1;10.0;90;0;4.0;153;0.9;0;8
 5; 121; 2;10.4;93;0;2.6;220;0.6;0;8
 5; 121; 3;10.7;93;0;1.6;208;0.1;0;8
 5; 121; 4;10.9;88;0;1.0;207;0.2;0;8
 5; 121; 5;11.0;86;0;0.9;259;0.2;0;8
 5; 121; 6;10.7;95;1;1.3;228;2.0;1;8
 5; 121; 7;11.1;91;10;2.1;202;0.8;5;8
 5; 121; 8;11.5;92;23;1.8;244;0.3;12;8
 5; 121; 9;11.8;92;37;2.8;210;0.0;19;8
 5; 121; 10;12.0;95;50;4.0;190;0.0;26;8
 5; 121; 11;12.3;94;62;5.7;180;0.0;32;8
 5; 121; 12;12.5;96;66;5.9;196;0.0;35;8
 5; 121; 13;12.6;96;68;4.4;218;0.1;36;8
 5; 121; 14;11.6;99;69;4.4;190;6.2;36;8
 5; 121; 15;12.8;93;64;6.2;186;0.5;34;8
